gov_id,unit_name,web_address
us:place:4878544,CITY OF WHITE SETTLEMENT,http://www.wstx.us
us:place:4767120,CITY OF SEVIERVILLE,http://www.seviervilletn.org/
us:place:1722255,CITY OF EAST ST LOUIS,http://www.cesl.us
us:place:4827984,CITY OF GAINESVILLE,http://www.gainesville.tx.us
us:place:0111416,CITY OF CALERA,http://cityofcalera.org
us:place:1711592,VILLAGE OF CARY,http://www.caryillinois.com/
us:place:3732640,TOWN OF HOPE MILLS,http://TOWNOFHOPEMILLS.COM
us:place:2170050,CITY OF SHELBYVILLE,http://www.shelbyvillekentucky.com
us:place:4861196,CITY OF RED OAK,http://www.redoaktx.org
us:place:0811810,CITY OF CANON,http://www.canoncity.org
us:place:5323620,Ferndale,https://www.cityofferndale.org/
us:place:5340805,Lynden,https://www.lyndenwa.org/
us:place:1328380,CITY OF FAIRBURN,http://www.fairburn.com/
us:place:5568275,CITY OF RIVER FALLS,http://www.rfcity.org/
us:place:3763120,TOWN OF SOUTHERN PINES,http://www.southernpines.net/
us:place:4000200,CITY OF ADA,http://www.adaok.com/
us:place:2708452,CITY OF BUFFALO,http://www.ci.buffalo.mn.us
us:place:0661026,CITY OF RIPON,http://www.cityofripon.org
us:place:0114104,CITY OF CHELSEA,http://www.cityofchelsea.com
us:place:3730120,CITY OF HAVELOCK,http://www.havelocknc.us
us:place:1880306,CITY OF WARSAW,http://www.warsaw.in.gov
us:place:4234064,CITY OF HERMITAGE,http://www.hermitage.net/
us:place:3716400,TOWN OF DAVIDSON,http://www.townofdavidson.org
us:place:1956505,CITY OF NEWTON,http://www.newtongov.org/
us:place:1346356,CITY OF LILBURN,http://WWW.CITYOFLILBURN.COM
us:place:0133448,CITY OF HARTSELLE,http://hartselle.org
us:place:2955550,CITY OF OVERLAND,http://OVERLANDMO.ORG
us:place:0833035,CITY OF GREENWOOD VILLAGE,http://www.greenwoodvillage.com/
us:place:2941168,CITY OF LEBANON,http://www.lebanonmissouri.org/
us:place:4227552,BOROUGH OF FRANKLIN PARK,http://www.franklinparkborough.us
us:place:1778929,CITY OF WARRENVILLE,http://www.warrenville.il.us/
us:place:4846500,CITY OF MANVEL,http://www.cityofmanvel.com
us:place:3461680,BOROUGH OF RAMSEY,http://www.ramseynj.com/
us:place:1676870,CITY OF STAR,http://www.staridaho.org
us:place:3420020,BOROUGH OF EDGEWATER,http://www.edgewaternj.org
us:place:0655856,CITY OF PARLIER,http://www.parlier.ca.us
us:place:4837216,CITY OF JACKSONVILLE,http://www.jacksonville-texas.com
us:place:4029600,CITY OF GLENPOOL,http://www.glenpoolonline.com
us:place:1774119,VILLAGE OF SWANSEA,http://www.swanseail.org/
us:place:2260530,CITY OF PINEVILLE,http://www.pineville.net/
us:place:1714065,VILLAGE OF CHICAGO RIDGE,http://www.chicagoridge.org/
us:place:4805168,CITY OF AZLE,http://www.cityofazle.org
us:place:1712476,VILLAGE OF CHANNAHON,http://www.channahon.org/
us:place:3971892,CITY OF SHARONVILLE,http://www.sharonville.org/
us:place:2043950,CITY OF MCPHERSON,http://www.mcpcity.com
us:place:1748892,VILLAGE OF MIDLOTHIAN,http://www.villageofmidlothian.net
us:place:2850440,CITY OF NATCHEZ,http://www.natchez.ms.us/
us:place:1067310,Smyrna,https://smyrna.delaware.gov
us:place:3954562,CITY OF NEW FRANKLIN,http://www.newfranklin.org
us:place:0828745,CITY OF FRUITA,http://www.fruita.org/
us:place:0638520,CITY OF KING,http://www.kingcity.com
us:place:1802674,CITY OF AUBURN,http://www.ci.auburn.in.us/
us:place:4504690,CITY OF BEAUFORT,http://www.cityofbeaufort.org/
us:place:3948342,CITY OF MAUMEE,http://www.maumee.org/
us:place:3419840,BOROUGH OF EATONTOWN,http://www.eatontownnj.com/
us:place:3451810,BOROUGH OF NEW PROVIDENCE,http://www.newprov.org/
us:place:3908364,CITY OF BRECKSVILLE,http://www.brecksville.oh.us
us:place:4839124,CITY OF KILGORE,http://www.cityofkilgore.com/
us:place:3980990,CITY OF WARRENSVILLE HEIGHTS,http://www.cityofwarrensville.com
us:place:5322045,Enumclaw,https://www.cityofenumclaw.net/
us:place:4833212,CITY OF HENDERSON,http://www.hendersontx.us
us:place:1780242,VILLAGE OF WESTERN SPRINGS,http://www.wsprings.com/
us:place:3925396,CITY OF ENGLEWOOD,http://www.englewood.oh.us
us:place:1047420,Milford,https://www.cityofmilford.com
us:place:3915644,CITY OF CLAYTON,http://www.clayton.oh.us/
us:place:5311825,Cheney,https://www.cityofcheney.org/
us:place:3462940,VILLAGE OF RIDGEFIELD PARK,http://www.ridgefieldpark.org/
us:place:1641320,CITY OF JEROME,http://www.ci.jerome.id.us/
us:place:1740793,VILLAGE OF LA GRANGE PARK,http://WWW.LAGRANGEPARK.ORG
us:place:1743744,VILLAGE OF LINCOLNWOOD,http://WWW.LINCOLNWOODIL.ORG
us:place:2640860,CITY OF IONIA,http://www.ci.ionia.mi.us/
us:place:4862588,CITY OF ROBINSON,http://www.robinsontexas.org
us:place:2669020,CITY OF ROCHESTER,http://www.rochestermi.org
us:place:0640438,CITY OF LARKSPUR,http://www.ci.larkspur.ca.us
us:place:2922834,CITY OF EUREKA,http://www.eureka.mo.us/
us:place:2810140,CITY OF BYRAM,http://www.byram-ms.us
us:place:3932340,CITY OF GREENVILLE,http://WWW.CITYOFGREENVILLE.ORG
us:place:2766460,CITY OF VADNAIS HEIGHTS,http://www.cityvadnaisheights.com
us:place:0806255,TOWN OF BERTHOUD,http://www.berthoud.org
us:place:1607840,CITY OF BLACKFOOT,http://www.cityofblackfoot.org
us:place:0631393,CITY OF GROVER BEACH,http://www.grover.org
us:place:3985036,CITY OF WICKLIFFE,http://www.cityofwickliffe.com/
us:place:0124568,CITY OF EUFAULA,http://www.eufaulaalabama.com
us:place:1763706,VILLAGE OF RICHTON PARK,http://WWW.RICHTONPARK.ORG
us:place:2705752,CITY OF BIG LAKE,http://www.biglakemn.org
us:place:4830416,CITY OF GRANBURY,http://www.granbury.org
us:place:0678092,CITY OF TEHACHAPI,http://www.tehachapicityhall.com/
us:place:1782530,VILLAGE OF WINNETKA,http://www.villageofwinnetka.org/
us:place:4842448,CITY OF LEVELLAND,http://www.levellandtexas.org
us:place:4237955,BOROUGH OF JEFFERSON HILLS,http://www.jeffersonhillsboro.org
us:place:5544950,VILLAGE OF LITTLE CHUTE,http://www.littlechutewi.org
us:place:1611260,CITY OF BURLEY,http://www.burleyidaho.org
us:place:2657100,CITY OF NEW BALTIMORE,http://www.cityofnewbaltimore.org
us:place:4223016,BOROUGH OF ELIZABETHTOWN,http://www.etownonline.com/
us:place:1712164,CITY OF CENTRALIA,http://www.cityofcentralia.org
us:place:4666700,CITY OF VERMILLION,http://www.vermillion.us/
us:place:2627760,CITY OF FENTON,http://www.cityoffenton.org
us:place:2857160,CITY OF PICAYUNE,http://www.picayune.ms.us
us:place:3476490,BOROUGH OF WALLINGTON,http://www.wallingtonnj.org
us:place:4527070,CITY OF FOUNTAIN INN,http://www.fountaininn.org
us:place:4866704,CITY OF SELMA,http://www.ci.selma.tx.us
us:place:3404750,BOROUGH OF BELLMAWR,http://www.bellmawr.com/
us:place:3735880,CITY OF KINGS MOUNTAIN,http://www.cityofkm.com/
us:place:1757381,CITY OF PALOS HEIGHTS,http://www.palosheights.org/
us:place:4244864,CITY OF LOWER BURRELL,http://www.cityoflowerburrell.com/
us:place:2973618,CITY OF TOWN AND COUNTRY,http://www.town-and-country.org/
us:place:5633740,CITY OF GREEN RIVER,http://www.cityofgreenriver.com
us:place:3957260,CITY OF NORTON,http://WWW.CITYOFNORTON.ORG
us:place:2947648,CITY OF MEXICO,http://www.mexicomissouri.net/
us:place:0827810,CITY OF FORT MORGAN,http://www.cityoffortmorgan.com
us:place:4055150,CITY OF OKMULGEE,http://www.okmulgeeonline.com
us:place:2635540,CITY OF GROSSE POINTE PARK,http://www.grossepointepark.org
us:place:1975630,CITY OF STORM LAKE,http://www.stormlake.org/
us:place:1768081,VILLAGE OF SCHILLER PARK,http://www.villageofschillerpark.com/
us:place:1776199,CITY OF TROY,http://www.troyil.us
us:place:3404180,BOROUGH OF BEACHWOOD,http://www.beachwoodusa.com/
us:place:1761015,CITY OF PONTIAC,http://www.pontiac.org/
us:place:1759988,VILLAGE OF PINGREE GROVE,http://www.pingreegrove.org
us:place:3440290,BOROUGH OF LINCOLN PARK,http://www.lincolnpark.org/
us:place:3443620,BOROUGH OF MANVILLE,http://www.manvillenj.org
us:place:1962040,CITY OF PELLA,http://www.cityofpella.com
us:place:2445750,TOWN OF LAPLATA,http://www.townoflaplata.org/
us:place:3744800,CITY OF MOUNT AIRY,http://www.mountairy.org
us:place:1944400,CITY OF LE MARS,http://www.lemarsiowa.com
us:place:0869150,TOWN OF SEVERANCE,http://www.townofseverance.org
us:place:0864255,CITY OF RIFLE,http://www.rifleco.org/
us:place:2814260,CITY OF CLEVELAND,http://www.cityofclevelandms.com
us:place:3525170,CITY OF ESPANOLA,http://www.cityofespanola.org
us:place:0645246,CITY OF MALIBU,http://www.malibucity.org
us:place:0107912,CITY OF BOAZ,http://www.cityofboaz.org
us:place:1782400,VILLAGE OF WINFIELD,http://WWW.VILLAGEOFWINFIELD.COM
us:place:1312400,CITY OF CAIRO,http://www.syrupcity.net
us:place:5533100,VILLAGE OF HARTLAND,http://www.villageofhartland.com
us:place:2921898,CITY OF ELLISVILLE,http://www.ellisville.mo.us/
us:place:1376168,CITY OF THOMASTON,http://www.cityofthomaston.com
us:place:3744320,CITY OF MOREHEAD CITY,http://www.townofmorehead.com/
us:place:4865408,TOWN OF SANGER,http://www.sangertexas.org
us:place:2220610,CITY OF DE RIDDER,http://WWW.CITYOFDERIDDER.ORG
us:place:2702026,CITY OF ARDEN HILLS,http://www.ci.arden-hills.mn.us
us:place:3956322,CITY OF NORTH COLLEGE HILL,http://WWW.NORTHCOLLEGEHILL.ORG
us:place:5546850,VILLAGE OF MCFARLAND,http://WWW.MCFARLAND.WI.US
us:place:1737907,VILLAGE OF ITASCA,http://www.itasca.com/
us:place:1726571,VILLAGE OF FLOSSMOOR,http://WWW.FLOSSMOOR.ORG
us:place:4838896,CITY OF KENNEDALE,http://www.cityofkennedale.com
us:place:5367455,Stanwood,https://stanwoodwa.org/
us:place:1733630,VILLAGE OF HAWTHORN WOODS,http://www.vhw.org
us:place:4816240,CITY OF COMMERCE,http://www.commercetx.org
us:place:4878388,CITY OF WHITEHOUSE,http://www.whitehousetx.org
us:place:2768296,CITY OF WASECA,http://www.ci.waseca.mn.us
us:place:2971746,CITY OF SUNSET HILLS,http://WWW.SUNSET-HILLS.COM
us:place:1781919,VILLAGE OF WILLOWBROOK,http://www.willowbrookil.org/
us:place:5322080,Ephrata,https://www.ephrata.org/
us:place:2635100,CITY OF GREENVILLE,http://www.greenvillemi.org
us:place:0833695,TOWN OF GYPSUM,http://www.townofgypsum.com/
us:place:4849068,CITY OF MONT BELVIEU,http://www.montbelvieu.net/
us:place:3413360,BOROUGH OF CLAYTON,http://www.claytonnj.com
us:place:3406610,TOWN OF BOONTON,http://www.boonton.org/
us:place:0614190,CITY OF CLOVERDALE,http://www.cloverdale.net/
us:place:4833824,CITY OF HIGHLAND PARK,http://www.hptx.org
us:place:4810720,CITY OF BROWNFIELD,http://www.ci.brownfield.tx.us/
us:place:1907390,CITY OF BONDURANT,http://www.cityofbondurant.com/
us:place:2014600,CITY OF COFFEYVILLE,http://www.coffeyville.com/
us:place:5553675,CITY OF MONONA,http://www.mymonona.com
us:place:3479310,BOROUGH OF WEST LONG BRANCH,http://www.westlongbranch.org
us:place:1714572,VILLAGE OF CLARENDON HILLS,http://www.clarendonhills.us/
us:place:2012500,CITY OF CHANUTE,http://www.chanute.org/
us:place:5357115,Quincy,https://www.quincywashington.us/
us:place:4815436,CITY OF CLEVELAND,http://www.clevelandtexas.com
us:place:3706140,TOWN OF BLACK MOUNTAIN,http://www.townofblackmountain.org/
us:place:2953624,CITY OF OAK GROVE,http://WWW.CITYOFOAKGROVE.COM
us:place:4861844,CITY OF RICHLAND HILLS,http://www.richlandhills.com
us:place:1812124,CITY OF CHARLESTOWN,http://www.cityofcharlestown.com
us:place:2954650,CITY OF OLIVETTE,http://www.olivettemo.com/
us:place:4275816,BOROUGH OF SWISSVALE,http://www.swissvaleborough.com
us:place:4838488,CITY OF KAUFMAN,http://www.kaufmantx.org
us:place:1747397,VILLAGE OF MARYVILLE,http://www.vil.maryville.il.us
us:place:3436690,BOROUGH OF KENILWORTH,http://www.kenilworthborough.com
us:place:3475140,BOROUGH OF UPPER SADDLE RIVER,http://www.usrtoday.org
us:place:3454990,BOROUGH OF ORADELL,http://www.oradell.org
us:place:4818092,CITY OF CUERO,http://www.cityofcuero.com
us:place:4839448,CITY OF KIRBY,http://www.kirbytx.org
us:place:5350570,Ocean Shores,https://www.osgov.com/
us:place:3975602,VILLAGE OF SUNBURY,http://www.sunburyvillage.com
us:place:4840516,TOWN OF LAKE DALLAS,http://www.lakedallas.com
us:place:3707720,CITY OF BREVARD,http://WWW.CITYOFBREVARD.COM
us:place:3735720,TOWN OF KILL DEVIL HILLS,http://www.kdhnc.com/
us:place:2670960,CITY OF ST JOSEPH,http://www.sjcity.com/
us:place:1983145,CITY OF WEBSTER CITY,http://www.webstercity.com/
us:place:1884878,TOWN OF WINFIELD,http://www.winfieldgov.com
us:place:4841188,CITY OF LAMPASAS,http://www.cityoflampasas.com
us:place:5554725,VILLAGE OF MOUNT HOREB,http://www.mounthorebwi.info/
us:place:2007975,CITY OF BONNER SPRINGS,http://www.bonnersprings.org/
us:place:2024000,CITY OF FORT SCOTT,http://www.fscity.org
us:place:0843110,CITY OF LAMAR,http://www.ci.lamar.co.us/
us:place:4515295,CITY OF CLINTON,http://www.cityofclintonsc.com
us:place:3741420,CITY OF MARION,http://www.marionnc.org/
us:place:3428800,BOROUGH OF HADDON HEIGHTS,http://www.haddonhts.com
us:place:4862384,CITY OF RIVER OAKS,http://www.riveroakstx.com
us:place:4848936,CITY OF MONAHANS,http://www.cityofmonahans.org
us:place:4840168,CITY OF LACY LAKEVIEW,http://www.lacylakeview.org
us:place:0143120,CITY OF LINCOLN,http://www.lincolnalabama.com/
us:place:0474190,CITY OF TOLLESON,http://www.tollesonaz.org
us:place:3042700,CITY OF LAUREL,http://www.laurel.mt.gov/
us:place:1767548,CITY OF SANDWICH,http://WWW.SANDWICH.IL.US
us:place:2757130,CITY OF ST JOSEPH,http://www.cityofstjoseph.com
us:place:1234132,VILLAGE OF ISLAMORADA,http://www.islamorada.fl.us/
us:place:3446620,BOROUGH OF MILLTOWN,http://www.milltownnj.org
us:place:4730960,TOWN OF GREENBRIER,http://www.greenbriertn.org
us:place:5367770,Steilacoom,https://townofsteilacoom.org/
us:place:4847916,CITY OF MEXIA,http://www.cityofmexia.com
us:place:3961686,CITY OF PEPPER PIKE,http://www.pepperpike.org
us:place:0168352,CITY OF SATSUMA,http://www.cityofsatsuma.com
us:place:2651940,CITY OF MARSHALL,http://WWW.CITYOFMARSHALL.COM
us:place:4875236,TOWN OF VENUS,http://www.cityofvenus.org
us:place:4838548,CITY OF KEENE,http://www.keenetx.com/
us:place:4811464,CITY OF BURNET,http://www.cityofburnet.com
us:place:1743965,CITY OF LITCHFIELD,http://www.cityoflitchfieldil.com
us:place:2737448,CITY OF LITCHFIELD,http://www.ci.litchfield.mn.us
us:place:3452620,BOROUGH OF NORTH CALDWELL,http://WWW.NORTHCALDWELL.ORG
us:place:2906004,CITY OF BLACK JACK,http://www.cityofblackjack.com/
us:place:2057625,CITY OF PRATT,http://www.cityofprattks.com
us:place:4275648,BOROUGH OF SWARTHMORE,http://www.swarthmorepa.org
us:place:4211720,BOROUGH OF CATASAUQUA,http://www.catasauqua.org
us:place:2919252,CITY OF DE SOTO,http://www.desotomo.com
us:place:2000125,CITY OF ABILENE,http://www.abilenecityhall.com/
us:place:5523575,VILLAGE OF ELM GROVE,http://www.elmgrovewi.org/
us:place:4810264,CITY OF BRIDGEPORT,http://www.cityofbridgeport.net
us:place:3916308,CITY OF CLYDE,http://www.clydeohio.org/
us:place:0813845,CITY OF CHERRY HILLS VILLAGE,http://www.cherryhillsvillage.com
us:place:3067900,CITY OF SIDNEY,http://www.cityofsidneymt.com
us:place:3701400,TOWN OF ANGIER,http://www.angier.org/
us:place:1949215,CITY OF MAQUOKETA,http://WWW.MAQUOKETAIA.COM
us:place:4853130,CITY OF OAK POINT,http://www.oakpointtexas.com
us:place:1750244,CITY OF MONTICELLO,http://www.cityofmonticello.net
us:place:0672576,CITY OF SOLVANG,http://www.cityofsolvang.com
us:place:0869645,CITY OF SHERIDAN,http://WWW.CI.SHERIDAN.CO.US
us:place:2260880,CITY OF PLAQUEMINE,http://WWW.PLAQUEMINE.ORG
us:place:3909358,CITY OF BROOKVILLE,http://WWW.BROOKVILLEOHIO.COM
us:place:0804110,TOWN OF AVON,http://www.avon.org/
us:place:0822860,TOWN OF EATON,http://www.eatonco.org
us:place:4802260,CITY OF ALVARADO,http://www.cityofalvarado.org
us:place:5308570,Buckley,https://www.cityofbuckley.com/
us:place:2070800,CITY OF TONGANOXIE,http://www.tonganoxie.org
us:place:4257480,BOROUGH OF OXFORD,http://www.oxfordboro.org
us:place:2668380,CITY OF RICHMOND,http://www.cityofrichmond.net/
us:place:4843024,CITY OF LITTLEFIELD,http://www.littlefieldtexas.org
us:place:2054250,CITY OF PAOLA,http://www.cityofpaola.com
us:place:4809640,CITY OF BOWIE,http://www.cityofbowietx.com
us:place:1341596,CITY OF JACKSON,http://www.cityofjacksonga.com
us:place:3016600,CITY OF COLUMBIA FALLS,http://www.cityofcolumbiafalls.org
us:place:1380984,CITY OF WAYNESBORO,http://www.waynesboroga.com/
us:place:4838332,CITY OF JUSTIN,http://www.cityofjustin.com/
us:place:2034300,CITY OF IOLA,http://www.cityofiola.com/
us:place:4865660,CITY OF SANSOM PARK,http://www.sansompark.org
us:place:1734865,CITY OF HIGHWOOD,http://www.cityofhighwood.com/
us:place:0430270,TOWN OF GUADALUPE,http://www.guadalupeaz.org
us:place:3443890,CITY OF MARGATE,http://WWW.MARGATE-NJ.COM
us:place:1858662,TOWN OF PENDLETON,http://WWW.TOWN.PENDLETON.IN.US
us:place:4850376,CITY OF NASSAU BAY,http://www.nassaubay.com
us:place:5550200,CITY OF MAYVILLE,http://www.mayvillecity.com/
us:place:1986250,CITY OF WINDSOR HEIGHTS,http://www.windsorheights.org
us:place:1643570,CITY OF KIMBERLY,http://www.cityofkimberly.org
us:place:4246888,BOROUGH OF MANHEIM,http://www.manheimboro.org/
us:place:3666047,VILLAGE OF SEA CLIFF,http://www.seacliff-ny.gov
us:place:1349196,CITY OF MADISON,http://www.madisonga.com/
us:place:4500100,CITY OF ABBEVILLE,http://www.abbevillecitysc.com
us:place:2919018,CITY OF DELLWOOD,http://www.cityofdellwoodmo.com
us:place:2902242,CITY OF ASHLAND,http://www.ashlandmo.us
us:place:1757407,VILLAGE OF PALOS PARK,http://www.palospark.org/
us:place:2414950,TOWN OF CENTREVILLE,http://www.townofcentreville.org
us:place:2962660,CITY OF ROCK HILL,http://www.rockhillmo.net/
us:place:0114464,CITY OF CHILDERSBURG,http://www.childersburg.org/
us:place:2020000,CITY OF EDWARDSVILLE,http://edwardsvilleks.org/
us:place:4817504,TOWN OF CRANDALL,http://www.crandalltexas.com
us:place:1910135,CITY OF CAMANCHE,http://www.camancheia.org
us:place:1923115,CITY OF DYERSVILLE,http://www.cityofdyersville.com
us:place:0830340,CITY OF GLENDALE,http://www.glendale.co.us/
us:place:4854444,CITY OF OVILLA,http://www.cityofovilla.org
us:place:2061825,CITY OF RUSSELL,http://www.russellcity.org/
us:place:2966368,CITY OF SCOTT CITY,http://www.scottcitymo.org
us:place:3442630,BOROUGH OF MAGNOLIA,http://WWW.MAGNOLIA-NJ.ORG.
us:place:4837168,CITY OF JACKSBORO,http://www.cityofjacksboro.com
us:place:4828248,CITY OF GARDEN RIDGE,http://www.ci.garden-ridge.tx.us
